,station,netvec,datevec,freq,freqsd,ipi,ipisd,peakcounts,propcounts,all_nseq
247,J06A,CI,2012-03-01,21.2,0.849256900212,15.5,1.23142250531,106.0,0.462498363803,95.0
248,G30A,CI,2011-11-01,18.0,0.424628450106,32.5,1.65605095541,241.0,5.50605437514,24.0
249,G30A,CI,2011-11-01,20.8,1.31634819533,31.5,2.67515923567,0.0,0.0,24.0
250,G30A,CI,2011-11-01,18.4,0.509554140127,25.5,4.75583864119,11.0,0.251313685172,24.0
251,G30A,CI,2011-11-01,21.2,0.552016985138,20.5,3.1847133758,10.0,0.22846698652,24.0
252,G30A,CI,2011-11-01,18.4,0.467091295117,17.5,1.95329087049,46.0,1.05094813799,24.0
253,G30A,CI,2011-11-01,21.2,0.424628450106,14.5,0.934182590234,78.0,1.78204249486,24.0
254,G30A,CI,2011-12-01,18.0,0.636942675159,32.5,2.37791932059,596.0,2.83539486204,105.0
255,G30A,CI,2011-12-01,18.4,0.67940552017,17.5,3.05732484076,142.0,0.675547098002,105.0
256,G30A,CI,2011-12-01,21.2,0.467091295117,14.5,1.01910828025,188.0,0.894386298763,105.0
257,G30A,CI,2012-01-01,18.0,0.509554140127,39.5,2.71762208068,106.0,0.332298818145,84.0
258,G30A,CI,2012-01-01,18.0,0.509554140127,32.5,2.54777070064,1053.0,3.30104391987,84.0
259,G30A,CI,2012-01-01,18.0,0.636942675159,17.5,2.63269639066,189.0,0.592495062541,84.0
260,G30A,CI,2012-01-01,21.2,0.339702760085,14.5,1.01910828025,292.0,0.915389197154,84.0
